ca_yr,yr,x,y_cat,data_type
2000,58,-209325,-122000,O
2000,58,-221570,-122000,O
2000,58,-222095,-122000,O
2000,58,-222095,-122000,O
2000,58,-219433,-122000,O
2000,58,-218467,-122000,O
2000,58,-210815,-122000,O
2000,58,-210771,-122000,O
2000,58,-210815,-122000,O
2001,59,-199246,-122000,O
2001,59,-216896,-122000,O
1990,48,-216651,-122000,O
1990,48,-215791,-122000,O
1990,48,-364815,-122000,O
1991,49,-208928,-122000,O
1991,49,-211285,-122000,O
1991,49,-211285,-122000,O
1991,49,-221612,-122000,O
1991,49,-383450,-122000,O
1991,49,-222192,-122000,O
1991,49,-220098,-122000,O
1991,49,-9695,-122000,O
1991,49,-210617,-122000,O
1991,49,-206009,-122000,O
1991,49,-205344,-122000,O
1992,50,-206122,-122000,O
1992,50,-206903,-122000,O
1992,50,-207237,-122000,O
1992,50,-250032,-122000,O
1992,50,-219157,-122000,O
1992,50,-220238,-122000,O
1992,50,-154646,-122000,O
1992,50,-271334,-122000,O
1992,50,-209457,-122000,O
1992,50,-209780,-122000,O
1992,50,-222870,-122000,O
1992,50,-264006,-122000,O
1993,51,-328478,-122000,O
1993,51,-200487,-122000,O
1993,51,-153927,-122000,O
1993,51,-168527,-122000,O
1993,51,-330445,-122000,O
1993,51,-293989,-122000,O
1993,51,-209578,-122000,O
1993,51,-208059,-122000,O
1993,51,-208059,-122000,O
1993,51,-209578,-122000,O
1993,51,-209578,-122000,O
1993,51,-219838,-122000,O
1993,51,-223229,-122000,O
1993,51,-153154,-122000,O
1994,52,-232109,-122000,O
1994,52,-259242,-122000,O
1994,52,-221085,-122000,O
1994,52,-221085,-122000,O
1994,52,-221085,-122000,O
1994,52,-221085,-122000,O
1994,52,-221085,-122000,O
1994,52,-221085,-122000,O
1994,52,-221085,-122000,O
1994,52,-221085,-122000,O
1994,52,-212211,-122000,O
1994,52,-212211,-122000,O
1994,52,-212211,-122000,O
1994,52,-212211,-122000,O
1994,52,-243561,-122000,O
1995,53,-29955,-122000,O
1995,53,-311815,-122000,O
1995,53,-222868,-122000,O
1995,53,-219249,-122000,O
1995,53,-210793,-122000,O
1995,53,-210793,-122000,O
1995,53,-210793,-122000,O
1995,53,-210793,-122000,O
1995,53,-218429,-122000,O
1995,53,-145173,-122000,O
1995,53,-210793,-122000,O
1995,53,-206500,-122000,O
1996,54,-209122,-122000,O
1996,54,-252384,-122000,O
1996,54,-207635,-122000,O
1996,54,-259205,-122000,O
1996,54,-299845,-122000,O
1996,54,-211291,-122000,O
1996,54,-209168,-122000,O
1996,54,-218075,-122000,O
1996,54,-210702,-122000,O
1996,54,-218075,-122000,O
1996,54,-209168,-122000,O
1996,54,-207702,-122000,O
1996,54,41106,-122000,O
1996,54,-204964,-122000,O
1996,54,-207589,-122000,O
1996,54,-210816,-122000,O
1996,54,-210794,-122000,O
1996,54,-207613,-122000,O
1997,55,-258800,-122000,O
1997,55,-210701,-122000,O
1997,55,-260688,-122000,O
1997,55,-207613,-122000,O
1997,55,-222870,-122000,O
1997,55,-262125,-122000,O
1997,55,-215460,-122000,O
1997,55,-239074,-122000,O
1997,55,-216216,-122000,O
1997,55,-210679,-122000,O
1997,55,-256407,-122000,O
1997,55,-206941,-122000,O
1997,55,-207656,-122000,O
1997,55,-207611,-122000,O
1997,55,-206634,-122000,O
1997,55,-216642,-122000,O
1998,56,-149724,-122000,O
1998,56,-223971,-122000,O
1998,56,-207635,-122000,O
1998,56,-208080,-122000,O
1998,56,-210838,-122000,O
1998,56,-210793,-122000,O
1998,56,-218076,-122000,O
1998,56,-207636,-122000,O
1998,56,-216066,-122000,O
1998,56,-118796,-122000,O
1998,56,-209168,-122000,O
1998,56,-169222,-122000,O
1998,56,-218634,-122000,O
1998,56,-47380,-122000,O
1998,56,-221147,-122000,O
1998,56,-216051,-122000,O
1998,56,-208882,-122000,O
1998,56,-210725,-122000,O
1998,56,-221170,-122000,O
1999,57,-262794,-122000,O
1999,57,-223889,-122000,O
1999,57,-250197,-122000,O
1999,57,-321626,-122000,O
1999,57,-163297,-122000,O
1999,57,-210370,-122000,O
1999,57,-209704,-122000,O
1999,57,-209247,-122000,O
1999,57,-210436,-122000,O
1999,57,-209202,-122000,O
1999,57,-209316,-122000,O
1999,57,-222894,-122000,O
1999,57,-238099,-122000,O
1999,57,-206145,-122000,O
1999,57,-210392,-122000,O
1999,57,-208792,-122000,O
1999,57,-220803,-122000,O
1999,57,-209581,-122000,O
1999,57,-210482,-122000,O
1999,57,-209313,-122000,O
1999,57,-210851,-122000,O
1999,57,-209626,-122000,O
1999,57,-210851,-122000,O
1999,57,-224343,-122000,O
2000,58,-211133,-122000,O
2000,58,-209192,-122000,O
2001,59,-223284,-122000,O
2001,59,-209259,-122000,O
2001,59,-209259,-122000,O
2001,59,-209259,-122000,O
2001,59,-211265,-122000,O
2001,59,-204899,-122000,O
2001,59,-208038,-122000,O
2001,59,-206678,-122000,O
2001,59,-209259,-122000,O
2002,60,-216642,-122000,O
2002,60,-200603,-122000,O
2002,60,-209192,-122000,O
2002,60,-203891,-122000,O
2002,60,-142230,-122000,O
2002,60,-207702,-122000,O
2002,60,-211403,-122000,O
2002,60,-160760,-122000,O
2002,60,-207702,-122000,O
2002,60,-209931,-122000,O
2002,60,-189455,-122000,O
2003,61,-212877,-122000,O
1983,41,-317801,-122000,O
1983,41,-177062,-122000,O
1983,41,-285539,-122000,O
1983,41,-267412,-122000,O
1984,42,-195152,-122000,O
1989,47,-197658,-122000,O
1989,47,-201931,-122000,O
1989,47,-207612,-122000,O
1989,47,-220527,-122000,O
1989,47,-252308,-122000,O
1990,48,-207635,-122000,O
1990,48,-217684,-122000,O
1990,48,-210738,-122000,O
1990,48,-213452,-122000,O
2003,61,-221510,-122000,O
2003,61,-255600,-122000,O
2003,61,-302897,-122000,O
2003,61,-206500,-122000,O
2003,61,-209259,-122000,O
2003,61,-213879,-122000,O
2003,61,-210861,-122000,O
2003,61,-348488,-122000,O
2003,61,-209259,-122000,O
2003,61,-207702,-122000,O
2003,61,-210815,-122000,O
2003,61,-207635,-122000,O
2003,61,-210861,-122000,O
2004,62,-216642,-122000,O
2004,62,-208876,-122000,O
2004,62,-203182,-122000,O
2004,62,-210861,-122000,O
2004,62,-209192,-122000,O
2004,62,-206720,-122000,O
2004,62,-201545,-122000,O
2004,62,-210771,-122000,O
2004,62,-210771,-122000,O
2004,62,-205183,-122000,O
2004,62,-212715,-122000,O
2004,62,-209144,-122000,O
2004,62,-213723,-122000,O
2004,62,-210771,-122000,O
2004,62,-216642,-122000,O
2004,62,-216642,-122000,O
2004,62,-153502,-122000,O
2004,62,-209144,-122000,O
2004,62,-207635,-122000,O
2004,62,-210771,-122000,O
2004,62,-214139,-122000,O
2004,62,-209144,-122000,O
2004,62,-210861,-122000,O
2004,62,-209192,-122000,O
2004,62,-209192,-122000,O
2005,63,-203957,-122000,O
2005,63,-231954,-122000,O
2005,63,-209144,-122000,O
2005,63,-207702,-122000,O
2005,63,-232313,-122000,O
2005,63,-241244,-122000,O
2005,63,-250527,-122000,O
2005,63,-225267,-122000,O
2005,63,-247644,-122000,O
2005,63,-211949,-122000,O
2005,63,-201667,-122000,O
2005,63,-209144,-122000,O
2005,63,-209236,-122000,O
2005,63,-210815,-122000,O
2005,63,-143884,-122000,O
2005,63,-207702,-122000,O
2006,64,-207635,-122000,O
2006,64,-212728,-122000,O
2006,64,-221510,-122000,O
2006,64,-198096,-122000,O
2006,64,-213227,-122000,O
2006,64,-198337,-122000,O
2006,64,-210393,-122000,O
2006,64,-210437,-122000,O
1989,47,-257878,-122000,O
2014,72,-210266,-122000,O
1991,49,-261600,-122000,O
1993,51,-265965,-122000,O
2014,72,-208079,-122000,O
2003,61,-311615,-122000,O
2014,72,-206055,-122000,O
2006,64,-268978,-122000,O
2007,65,-310897,-122000,O
2006,64,-350021,-122000,O
2006,64,-208768,-122000,O
2006,64,-209591,-122000,O
2006,64,-210437,-122000,O
2006,64,-254136,-122000,O
2006,64,-214343,-122000,O
2006,64,-214343,-122000,O
2006,64,-217745,-122000,O
2006,64,-385336,-122000,O
2006,64,-209660,-122000,O
2007,65,-287867,-122000,O
2007,65,-160005,-122000,O
1994,52,-134727,-122000,O
1995,53,-296338,-122000,O
1958,16,57449,-122000,O
1996,54,203567,-122000,O
2001,59,-263127,-122000,O
2007,65,-221348,-122000,O
2007,65,-257288,-122000,O
2007,65,-222313,-122000,O
2007,65,-219853,-122000,O
2009,67,-227592,-122000,O
2009,67,-206125,-122000,O
2009,67,-212510,-122000,O
2009,67,-219138,-122000,O
2009,67,-222871,-122000,O
2009,67,-216492,-122000,O
2007,65,-258721,-122000,O
2007,65,-216040,-122000,O
2008,66,-209365,-122000,O
2008,66,-101838,-122000,O
2008,66,-237500,-122000,O
2007,65,-219904,-122000,O
2008,66,-208797,-122000,O
2008,66,-225151,-122000,O
2008,66,-221132,-122000,O
2007,65,-210760,-122000,O
2007,65,-254234,-122000,O
2007,65,-257218,-122000,O
2008,66,-267841,-122000,O
2008,66,-272518,-122000,O
2008,66,-192438,-122000,O
2008,66,-213201,-122000,O
2008,66,-250514,-122000,O
2008,66,-130419,-122000,O
2008,66,-237335,-122000,O
2008,66,-266756,-122000,O
2014,72,-230184,-122000,O
2009,67,-153355,-122000,O
2009,67,-209526,-122000,O
2009,67,-36904,-122000,O
2009,67,-265804,-122000,O
2009,67,-209512,-122000,O
2009,67,-220949,-122000,O
2008,66,3680,-122000,O
2008,66,-214702,-122000,O
2008,66,-210149,-122000,O
2008,66,-208764,-122000,O
2008,66,-210271,-122000,O
2008,66,-209100,-122000,O
2008,66,-209226,-122000,O
2008,66,-208793,-122000,O
2008,66,-226479,-122000,O
2008,66,-223013,-122000,O
2008,66,-209182,-122000,O
2008,66,-220436,-122000,O
2008,66,-211714,-122000,O
2008,66,-207920,-122000,O
2008,66,-210342,-122000,O
2008,66,-207990,-122000,O
2008,66,-220824,-122000,O
2008,66,-81350,-122000,O
2008,66,-261067,-122000,O
2008,66,-251815,-122000,O
2008,66,-221565,-122000,O
2008,66,-220848,-122000,O
2008,66,-220052,-122000,O
2009,67,-224589,-122000,O
2009,67,-207308,-122000,O
2009,67,-220480,-122000,O
2009,67,-206075,-122000,O
2009,67,-208862,-122000,O
2009,67,-208132,-122000,O
2009,67,-208839,-122000,O
2009,67,-208899,-122000,O
2009,67,-210352,-122000,O
2009,67,-208823,-122000,O
2009,67,-206188,-122000,O
2009,67,-205661,-122000,O
2009,67,-206167,-122000,O
2009,67,-205626,-122000,O
2009,67,-251708,-122000,O
2009,67,-198005,-122000,O
2009,67,-209328,-122000,O
2010,68,-204917,-122000,O
2010,68,-202341,-122000,O
2010,68,-213902,-122000,O
2010,68,-206079,-122000,O
2010,68,-238157,-122000,O
2010,68,-209042,-122000,O
2010,68,-134595,-122000,O
2010,68,-206075,-122000,O
2010,68,-216890,-122000,O
2014,72,-209202,-122000,O
2010,68,-192572,-122000,O
2010,68,-208929,-122000,O
2010,68,-258566,-122000,O
2010,68,-257264,-122000,O
2010,68,-189341,-122000,O
2010,68,-218706,-122000,O
2010,68,-220875,-122000,O
2010,68,-206207,-122000,O
2010,68,-264921,-122000,O
2010,68,-209663,-122000,O
2010,68,-222281,-122000,O
2010,68,-206261,-122000,O
2010,68,-205564,-122000,O
2010,68,126454,-122000,O
2011,69,-212851,-122000,O
2011,69,-214672,-122000,O
2011,69,-222168,-122000,O
2010,68,-201098,-122000,O
2010,68,-206689,-122000,O
2010,68,-205994,-122000,O
2010,68,-216936,-122000,O
2010,68,-209309,-122000,O
2010,68,-206255,-122000,O
2010,68,-209524,-122000,O
2011,69,-206337,-122000,O
2011,69,-207706,-122000,O
2011,69,-226014,-122000,O
2011,69,-222871,-122000,O
2011,69,-221282,-122000,O
2011,69,-214627,-122000,O
2011,69,-205998,-122000,O
2011,69,-205998,-122000,O
2011,69,-216936,-122000,O
2011,69,-216862,-122000,O
2011,69,-205998,-122000,O
2011,69,-215425,-122000,O
2011,69,-95436,-122000,O
2011,69,-205517,-122000,O
2011,69,-216209,-122000,O
2011,69,-192714,-122000,O
2011,69,-207964,-122000,O
2011,69,-257220,-122000,O
2011,69,-205935,-122000,O
2011,69,-199205,-122000,O
2011,69,-209337,-122000,O
2011,69,-215425,-122000,O
2011,69,-216163,-122000,O
2011,69,-216862,-122000,O
2011,69,-214619,-122000,O
2011,69,-209246,-122000,O
2011,69,-206195,-122000,O
2012,70,-256583,-122000,O
2012,70,-218392,-122000,O
2012,70,-208531,-122000,O
2014,72,-177922,-122000,O
2012,70,-206132,-122000,O
2012,70,-205997,-122000,O
2012,70,-206221,-122000,O
2012,70,-208348,-122000,O
2012,70,-208501,-122000,O
2012,70,-206108,-122000,O
2012,70,-206127,-122000,O
2012,70,-207079,-122000,O
2012,70,-205569,-122000,O
2012,70,-206156,-122000,O
2012,70,-206128,-122000,O
2012,70,-210612,-122000,O
2012,70,-210839,-122000,O
2012,70,-206149,-122000,O
2012,70,-206149,-122000,O
2013,71,-207431,-122000,O
2013,71,-209586,-122000,O
2013,71,-210420,-122000,O
2013,71,-210118,-122000,O
2013,71,-211018,-122000,O
2013,71,-206133,-122000,O
2013,71,-209997,-122000,O
2013,71,-209383,-122000,O
2013,71,-207335,-122000,O
2013,71,-205626,-122000,O
2013,71,-206626,-122000,O
2013,71,-208573,-122000,O
2013,71,-218922,-122000,O
2013,71,-209818,-122000,O
2013,71,-185811,-122000,O
2013,71,-260604,-122000,O
2013,71,-262977,-122000,O
2013,71,-285243,-122000,O
2013,71,-187160,-122000,O
2014,72,-206103,-122000,O
2013,71,-507516,-122000,O
2014,72,-209229,-122000,O
2013,71,-210421,-122000,O
2013,71,-210391,-122000,O
2013,71,-127469,-122000,O
2013,71,-215563,-122000,O
2013,71,-221539,-122000,O
2013,71,-217417,-122000,O
2013,71,-151065,-122000,O
2013,71,-210158,-122000,O
2013,71,-209001,-122000,O
2013,71,-212876,-122000,O
2013,71,-207639,-122000,O
2013,71,-209281,-122000,O
2013,71,-207714,-122000,O
2013,71,-209599,-122000,O
2013,71,-207668,-122000,O
2013,71,-206046,-122000,O
2013,71,-209375,-122000,O
2013,71,-207198,-122000,O
2013,71,-210219,-122000,O
2013,71,-215684,-122000,O
2013,71,-224329,-122000,O
2014,72,-87961,-122000,O
2014,72,-224283,-122000,O
2014,72,-254980,-122000,O
2014,72,-220043,-122000,O
2013,71,-208961,-122000,O
2012,70,-210616,-122000,O
2012,70,-192945,-122000,O
2012,70,-205976,-122000,O
2012,70,-206071,-122000,O
2012,70,-206034,-122000,O
2012,70,-205701,-122000,O
2012,70,-205639,-122000,O
2014,72,-206253,-122000,O
2014,72,-164421,-122000,O
2014,72,-214577,-122000,O
2014,72,-209939,-122000,O
2014,72,-206868,-122000,O
2014,72,-252457,-122000,O
2014,72,-228359,-122000,O
2014,72,-209170,-122000,O
2014,72,-209195,-122000,O
2014,72,-222298,-122000,O
2014,72,-412030,-122000,O
1989,47,-413210,-122000,O
2015,73,-227891,-122000,O
2015,73,-205699,-122000,O
2015,73,-207778,-122000,O
2015,73,-204910,-122000,O
2015,73,-258422,-122000,O
2015,73,-209524,-122000,O
2015,73,-209672,-122000,O
2015,73,-209142,-122000,O
2015,73,-259299,-122000,O
2015,73,-206107,-122000,O
2015,73,-219063,-122000,O
2015,73,-256292,-122000,O
2015,73,-208645,-122000,O
2015,73,-208645,-122000,O
2015,73,-266363,-122000,O
2015,73,-215734,-122000,O
2015,73,-205783,-122000,O
2015,73,-209012,-122000,O
2015,73,-208344,-122000,O
2015,73,-208344,-122000,O
2015,73,-208350,-122000,O
2015,73,-208879,-122000,O
2015,73,-205885,-122000,O
2015,73,-217245,-122000,O
2015,73,-209827,-122000,O
2015,73,-209014,-122000,O
2015,73,-209013,-122000,O
2015,73,-213313,-122000,O
2015,73,-210230,-122000,O
2015,73,-205536,-122000,O
2015,73,-208935,-122000,O
2015,73,-157122,-122000,O
2015,73,-152088,-122000,O
2015,73,-149003,-122000,O
2015,73,-82150,-122000,O
2016,74,-269202,-122000,O
2016,74,-208641,-122000,O
2016,74,-276934,-122000,O
2016,74,-208709,-122000,O
2016,74,-205595,-122000,O
2016,74,-207438,-122000,O
2016,74,-210119,-122000,O
2016,74,-259847,-122000,O
2016,74,-152822,-122000,O
2016,74,-210373,-122000,O
2016,74,-144245,-122000,O
2016,74,-217996,-122000,O
2016,74,-210019,-122000,O
2016,74,-207757,-122000,O
2016,74,-359661,-122000,O
2016,74,-209217,-122000,O
2016,74,-210404,-122000,O
2016,74,-210322,-122000,O
2016,74,-209267,-122000,O
2016,74,-209999,-122000,O
2016,74,-210488,-122000,O
2016,74,-209459,-122000,O
2016,74,-208141,-122000,O
2016,74,-207713,-122000,O
2016,74,-210314,-122000,O
2016,74,-210078,-122000,O
2016,74,-208912,-122000,O
2016,74,-210997,-122000,O
2016,74,-207968,-122000,O
2016,74,-205954,-122000,O
2016,74,-210470,-122000,O
2016,74,-205954,-122000,O
2016,74,-206053,-122000,O
2016,74,-207889,-122000,O
2016,74,-206661,-122000,O
2016,74,-205368,-122000,O
2016,74,-206755,-122000,O
2014,72,-105953,-122000,O
2000,58,0,-122000,O
2010,68,-229211,178000,T
2012,70,-253163,178000,T
2012,70,-235269,178000,T
2010,68,-255679,178000,T
2011,69,-198995,178000,T
2011,69,-161585,178000,T
2012,70,-274910,178000,T
2012,70,-181828,178000,T
2013,71,-258769,178000,T
2013,71,-267439,178000,T
2010,68,-256416,178000,T
2010,68,-252071,178000,T
2010,68,-252711,178000,T
2011,69,-246356,178000,T
2011,69,-211523,178000,T
2012,70,-285423,178000,T
2012,70,-273568,178000,T
2010,68,-285867,178000,T
2011,69,-223395,178000,T
2012,70,-283346,178000,T
2012,70,-303036,178000,T
2013,71,-260935,178000,T
2013,71,-265279,178000,T
2010,68,-254209,178000,T
2010,68,-230292,178000,T
2010,68,-228954,178000,T
2010,68,-203390,178000,T
2010,68,-210606,178000,T
2011,69,-254791,178000,T
2011,69,-212445,178000,T
2012,70,-270098,178000,T
2012,70,-325737,178000,T
2013,71,-285792,178000,T
2013,71,-310321,178000,T
2010,68,-193249,178000,T
2010,68,-175653,178000,T
2011,69,-234343,178000,T
2011,69,-235017,178000,T
2011,69,-241307,178000,T
2012,70,-145014,178000,T
2012,70,-158733,178000,T
2013,71,-209925,178000,T
2013,71,-215836,178000,T
2013,71,-210814,178000,T
2011,69,-231954,178000,T
2011,69,-274803,178000,T
2012,70,-203343,178000,T
2013,71,-222552,178000,T
2013,71,-204010,178000,T
2013,71,-178207,178000,T
2013,71,-178817,178000,T
2013,71,-169681,178000,T
2013,71,-167024,178000,T
2014,72,-199799,178000,T
2014,72,-195354,178000,T
2010,68,-240585,178000,T
2011,69,-253706,178000,T
2011,69,-204081,178000,T
2011,69,-231704,178000,T
2011,69,-231967,178000,T
2011,69,-252308,178000,T
2011,69,-274844,178000,T
2011,69,-248380,178000,T
2012,70,-205793,178000,T
2012,70,-175940,178000,T
2012,70,-157885,178000,T
2010,68,-252710,178000,T
2010,68,-251418,178000,T
2010,68,-255847,178000,T
2012,70,-305661,178000,T
2012,70,-334789,178000,T
2011,69,-341116,178000,T
2011,69,-342643,178000,T
2012,70,-263370,178000,T
2012,70,-270099,178000,T
2012,70,-303057,178000,T
2010,68,-225533,178000,T
2010,68,-258089,178000,T
2011,69,-207498,178000,T
2011,69,-222670,178000,T
2012,70,-85345,178000,T
2011,69,-279648,178000,T
2011,69,-277895,178000,T
2011,69,-277869,178000,T
2012,70,-152411,178000,T
2013,71,-209036,178000,T
2013,71,-188430,178000,T
2010,68,-290516,178000,T
2010,68,-287331,178000,T
2011,69,-247176,178000,T
2011,69,-254782,178000,T
2012,70,-202826,178000,T
2012,70,-253472,178000,T
2012,70,-230013,178000,T
2013,71,-263486,178000,T
2011,69,-282768,178000,T
2011,69,-306251,178000,T
2012,70,-263604,178000,T
2013,71,-168742,178000,T
2013,71,-127493,178000,T
2013,71,-127499,178000,T
2010,68,-254210,178000,T
2010,68,-249577,178000,T
2011,69,-282416,178000,T
2011,69,-312820,178000,T
2011,69,-327960,178000,T
2011,69,-209261,178000,T
2013,71,-314874,178000,T
2013,71,-319733,178000,T
2012,70,-215798,178000,T
2012,70,-216895,178000,T
2013,71,-305786,178000,T
2013,71,-301597,178000,T
2013,71,-304551,178000,T
2013,71,-256517,178000,T
2013,71,-231083,178000,T
2012,70,-270087,178000,T
2012,70,-270093,178000,T
2012,70,-330949,178000,T
2013,71,-274949,178000,T
2013,71,-160810,178000,T
2012,70,-255864,178000,T
2013,71,201354,178000,T
2013,71,193137,178000,T
2012,70,-366457,178000,T
2012,70,-343157,178000,T
2012,70,-331720,178000,T
2012,70,-329112,178000,T
2013,71,-297149,178000,T
2013,71,-274110,178000,T
2013,71,-232939,178000,T
2012,70,-290823,178000,T
2012,70,-285441,178000,T
2012,70,-262106,178000,T
2013,71,-156660,178000,T
2012,70,-428361,178000,T
2012,70,-426417,178000,T
2013,71,-266397,178000,T
2013,71,-232916,178000,T
2013,71,-230624,178000,T
2013,71,-169956,178000,T
2012,70,-197661,178000,T
2012,70,-197219,178000,T
2012,70,-190028,178000,T
2012,70,-205030,178000,T
2012,70,-203812,178000,T
2012,70,-130521,178000,T
2012,70,-259139,178000,T
2011,69,-237655,178000,T
2012,70,-234561,178000,T
2012,70,-245801,178000,T
2012,70,-226475,178000,T
2011,69,-247885,178000,T
2012,70,-234358,178000,T
2013,71,-160807,178000,T
2014,72,-187973,178000,T
2015,73,-100594,178000,T
2015,73,-97174,178000,T
2016,74,-251515,178000,T
2016,74,-254332,178000,T
2016,74,-238784,178000,T
2012,70,-254854,178000,T
2012,70,-216291,178000,T
2014,72,-188709,178000,T
2014,72,-193548,178000,T
2014,72,-191327,178000,T
2015,73,-164843,178000,T
2015,73,-149421,178000,T
2015,73,-142947,178000,T
2016,74,-176507,178000,T
2011,69,-155036,178000,T
2011,69,-158024,178000,T
2013,71,-198288,178000,T
2013,71,-224032,178000,T
2013,71,-220864,178000,T
2014,72,-171647,178000,T
2012,70,-257117,178000,T
2012,70,-259051,178000,T
2012,70,-258311,178000,T
2012,70,-251899,178000,T
2012,70,-200887,178000,T
2012,70,-199026,178000,T
2013,71,-231704,178000,T
2013,71,-164422,178000,T
2013,71,-142846,178000,T
2011,69,-97793,178000,T
2012,70,-285407,178000,T
2012,70,-355072,178000,T
2011,69,-228105,178000,T
2011,69,-226008,178000,T
2012,70,-239144,178000,T
2011,69,-237128,178000,T
2011,69,-255147,178000,T
2011,69,-246094,178000,T
2011,69,-220989,178000,T
2011,69,-255496,178000,T
2011,69,-243987,178000,T
2011,69,-314825,178000,T
2012,70,-17763,178000,T
2013,71,-178296,178000,T
2014,72,-156237,178000,T
2015,73,-243638,178000,T
2015,73,-240372,178000,T
2015,73,-247930,178000,T
2015,73,-254340,178000,T
2016,74,-317708,178000,T
2012,70,-158470,178000,T
2013,71,-260399,178000,T
2013,71,-199847,178000,T
2013,71,-172487,178000,T
2013,71,-194428,178000,T
2013,71,-210802,178000,T
2013,71,-210912,178000,T
2014,72,-270077,178000,T
2014,72,-266569,178000,T
2014,72,-261718,178000,T
2014,72,-261830,178000,T
2015,73,-328981,178000,T
2015,73,-350162,178000,T
2016,74,-213352,178000,T
2011,69,-204821,178000,T
2011,69,-232357,178000,T
2012,70,-276881,178000,T
2012,70,-304429,178000,T
2012,70,-302944,178000,T
2012,70,-232453,178000,T
2012,70,-228934,178000,T
2013,71,-284634,178000,T
2014,72,-238088,178000,T
2012,70,-162684,178000,T
2014,72,-188426,178000,T
2013,71,-164503,178000,T
2014,72,-126772,178000,T
2014,72,-112812,178000,T
2015,73,-193347,178000,T
2015,73,-209580,178000,T
2012,70,-215996,178000,T
2014,72,-188750,178000,T
2014,72,-197508,178000,T
2013,71,-283244,178000,T
2013,71,-289308,178000,T
2013,71,-271331,178000,T
2014,72,-398828,178000,T
2014,72,-381121,178000,T
2012,70,-159124,178000,T
2012,70,-174766,178000,T
2013,71,-432788,178000,T
2014,72,-208645,178000,T
2013,71,-212515,178000,T
2013,71,-204356,178000,T
2014,72,-270525,178000,T
2014,72,-307564,178000,T
2015,73,-330628,178000,T
2015,73,-356701,178000,T
2014,72,-312689,178000,T
2014,72,-323753,178000,T
2014,72,-431576,178000,T
2012,70,-232462,178000,T
2013,71,-262727,178000,T
2012,70,-203727,178000,T
2012,70,-223960,178000,T
2012,70,-223513,178000,T
2012,70,-232923,178000,T
2012,70,-233418,178000,T
2013,71,-199844,178000,T
2013,71,-298710,178000,T
2013,71,-260489,178000,T
2013,71,-235387,178000,T
2014,72,-208532,178000,T
2014,72,-194608,178000,T
2012,70,-200955,178000,T
2012,70,-232744,178000,T
2013,71,-290485,178000,T
2013,71,-284519,178000,T
2013,71,-337552,178000,T
2015,73,-164278,178000,T
2013,71,-231697,178000,T
2013,71,-233159,178000,T
2013,71,-248886,178000,T
2013,71,-219960,178000,T
2013,71,-206960,178000,T
2014,72,-261823,178000,T
2015,73,-282342,178000,T
2015,73,-243598,178000,T
2013,71,-246775,178000,T
2013,71,-228244,178000,T
2014,72,-162500,178000,T
2015,73,-285467,178000,T
2015,73,-322744,178000,T
2013,71,-323533,178000,T
2013,71,-309132,178000,T
2013,71,-257640,178000,T
2013,71,-288861,178000,T
2014,72,-233443,178000,T
2014,72,-269879,178000,T
2014,72,-252049,178000,T
2014,72,-236512,178000,T
2015,73,-146715,178000,T
2013,71,-290241,178000,T
2013,71,-337768,178000,T
2014,72,-203770,178000,T
2015,73,-299640,178000,T
2013,71,-314252,178000,T
2013,71,-315223,178000,T
2014,72,-149332,178000,T
2015,73,-181943,178000,T
2014,72,-178064,178000,T
2013,71,-274967,178000,T
2014,72,-340606,178000,T
2015,73,-325297,178000,T
2015,73,-314488,178000,T
2013,71,-243975,178000,T
2013,71,-152074,178000,T
2013,71,-160726,178000,T
2014,72,-223694,178000,T
2013,71,-275043,178000,T
2014,72,-119009,178000,T
2013,71,-254050,178000,T
2013,71,-231783,178000,T
2013,71,-241518,178000,T
2013,71,-210998,178000,T
2013,71,-199015,178000,T
2013,71,-223924,178000,T
2014,72,-258690,178000,T
2014,72,-325643,178000,T
2013,71,-199847,178000,T
2013,71,-209970,178000,T
2014,72,-170533,178000,T
2013,71,-147082,178000,T
2014,72,-164961,178000,T
2013,71,-242386,178000,T
2014,72,-374465,178000,T
2014,72,-410477,178000,T
2015,73,-164797,178000,T
2015,73,-178352,178000,T
2015,73,-171952,178000,T
2014,72,-352370,178000,T
2014,72,-386274,178000,T
2014,72,-389328,178000,T
2015,73,-286318,178000,T
2015,73,-323637,178000,T
2015,73,-395853,178000,T
2014,72,-245040,178000,T
2014,72,-290057,178000,T
2014,72,-131538,178000,T
2014,72,-79276,178000,T
2015,73,-189752,178000,T
2014,72,-270586,178000,T
2014,72,-288144,178000,T
2014,72,-307851,178000,T
2015,73,-250160,178000,T
2015,73,-239161,178000,T
2016,74,-245986,178000,T
2016,74,-256172,178000,T
2014,72,-231143,178000,T
2014,72,-211751,178000,T
2015,73,-180393,178000,T
2015,73,-230794,178000,T
2015,73,-202160,178000,T
2015,73,-202204,178000,T
2016,74,-215786,178000,T
2014,72,-230981,178000,T
2015,73,-231623,178000,T
2016,74,-41056,178000,T
2016,74,-39542,178000,T
2016,74,-70867,178000,T
2014,72,-214999,178000,T
2014,72,-290659,178000,T
2014,72,-328520,178000,T
2014,72,-322714,178000,T
2014,72,-321428,178000,T
2015,73,-238002,178000,T
2016,74,-249612,178000,T
2014,72,-257624,178000,T
2014,72,-227438,178000,T
2015,73,-254508,178000,T
2016,74,-267124,178000,T
2016,74,-248604,178000,T
2014,72,-217253,178000,T
